fecha_venta,sucursal,codigo_articulo,producto,precio_venta,cantidad
2023-08-20,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,85.68,38
2023-08-21,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,120.71,312
2023-08-21,PARAISO,000386,HUEVOS A GRANEL,120.71,327
2023-08-21,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,85.68,92
2023-08-21,LA URBINA,001973,MARGARINA 500GR MAVESA.,85.68,177
2023-07-19,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,77.5,279
2023-07-19,MATURIN CENTRO,000386,HUEVOS A GRANEL,77.5,880
2023-07-19,ACARIGUA,001973,MARGARINA 500GR MAVESA.,71.82,1
2023-07-19,ACARIGUA,001973,MARGARINA 500GR MAVESA.,77.5,37
2023-07-19,GUARENAS,001973,MARGARINA 500GR MAVESA.,77.12,8
2023-07-19,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,77.5,70
2023-07-20,CIUDAD BOLIVAR HERES,000386,HUEVOS A GRANEL,77.69,21
2023-07-20,GUATIRE,000386,HUEVOS A GRANEL,77.69,524
2023-07-20,LA PIRAMIDE,001973,MARGARINA 500GR MAVESA.,77.69,113
2023-07-21,LA URBINA,000386,HUEVOS A GRANEL,77.69,35
2023-07-21,MARACAY,000386,HUEVOS A GRANEL,77.98,166
2023-07-22,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,78.25,237
2023-07-23,GUATIRE,000386,HUEVOS A GRANEL,78.25,726
2023-07-23,GUATIRE,001973,MARGARINA 500GR MAVESA.,78.25,210
2023-07-24,IPSFA,000386,HUEVOS A GRANEL,78.25,830
2023-07-25,LA PIRAMIDE,000386,HUEVOS A GRANEL,75.34,217
2023-07-25,MARACAY,000386,HUEVOS A GRANEL,75.34,166
2023-07-25,MATURIN PLAZA,000386,HUEVOS A GRANEL,75.34,214
2023-07-25,PARAISO,000386,HUEVOS A GRANEL,75.34,341
2023-07-26,LA PIRAMIDE,000386,HUEVOS A GRANEL,75.37,403
2023-07-26,GUARENAS,001973,MARGARINA 500GR MAVESA.,78.28,96
2023-07-26,IPSFA,001973,MARGARINA 500GR MAVESA.,78.28,301
2023-07-26,LA CASCADA,001973,MARGARINA 500GR MAVESA.,78.28,100
2023-07-27,ACARIGUA,000386,HUEVOS A GRANEL,75.91,932
2023-07-27,GUATIRE,000386,HUEVOS A GRANEL,75.91,896
2023-07-27,LA CASCADA,000386,HUEVOS A GRANEL,75.91,405
2023-07-27,MARACAY,001973,MARGARINA 500GR MAVESA.,78.84,25
2023-07-27,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,78.84,33
2023-07-28,ACARIGUA,000386,HUEVOS A GRANEL,75.91,341
2023-07-28,IPSFA,000386,HUEVOS A GRANEL,75.91,1007
2023-07-28,LA CASCADA,000386,HUEVOS A GRANEL,75.91,543
2023-07-28,MARACAY,001973,MARGARINA 500GR MAVESA.,78.84,26
2023-07-28,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,78.84,55
2023-07-29,PARAISO,000386,HUEVOS A GRANEL,76.43,637
2023-07-30,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,76.43,423
2023-07-30,MATURIN PLAZA,000386,HUEVOS A GRANEL,76.43,205
2023-07-30,SAN BERNARDINO,000386,HUEVOS A GRANEL,76.43,781
2023-07-30,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,79.38,119
2023-08-01,LA URBINA,000386,HUEVOS A GRANEL,76.41,1238
2023-08-01,MARACAY,000386,HUEVOS A GRANEL,76.41,175
2023-08-01,GUATIRE,001973,MARGARINA 500GR MAVESA.,79.36,233
2023-08-02,LA PIRAMIDE,000386,HUEVOS A GRANEL,76.72,292
2023-08-02,GUARENAS,001973,MARGARINA 500GR MAVESA.,79.68,130
2023-08-02,IPSFA,001973,MARGARINA 500GR MAVESA.,79.68,294
2023-08-03,GUARENAS,000386,HUEVOS A GRANEL,88.98,352
2023-08-03,GUARENAS,001973,MARGARINA 500GR MAVESA.,80.05,119
2023-08-03,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,80.05,69
2023-08-05,MATURIN CENTRO,000386,HUEVOS A GRANEL,98.83,518
2023-08-05,CAGUA,001973,MARGARINA 500GR MAVESA.,83.34,131
2023-08-06,ACARIGUA,000386,HUEVOS A GRANEL,98.83,206
2023-08-06,MATURIN CENTRO,000386,HUEVOS A GRANEL,98.83,324
2023-08-06,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,83.34,80
2023-08-06,CAGUA,001973,MARGARINA 500GR MAVESA.,83.34,128
2023-08-06,IPSFA,001973,MARGARINA 500GR MAVESA.,83.34,325
2023-08-07,ACARIGUA,000386,HUEVOS A GRANEL,98.83,239
2023-08-07,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,98.83,256
2023-08-07,PARAISO,000386,HUEVOS A GRANEL,98.83,389
2023-08-07,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,83.34,83
2023-08-07,GUARENAS,001973,MARGARINA 500GR MAVESA.,83.34,109
2023-08-07,IPSFA,001973,MARGARINA 500GR MAVESA.,83.34,219
2023-08-08,GUARENAS,001973,MARGARINA 500GR MAVESA.,83.31,90
2023-08-08,IPSFA,001973,MARGARINA 500GR MAVESA.,83.31,248
2023-08-09,BARQUISIMETO,000386,HUEVOS A GRANEL,102.32,160
2023-08-09,LA CASCADA,000386,HUEVOS A GRANEL,102.32,402
2023-08-09,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,102.32,212
2023-08-09,LA URBINA,001973,MARGARINA 500GR MAVESA.,83.66,163
2023-08-10,MATURIN PLAZA,000386,HUEVOS A GRANEL,102.78,236
2023-08-10,PARAISO,000386,HUEVOS A GRANEL,102.78,281
2023-08-10,ACARIGUA,001973,MARGARINA 500GR MAVESA.,84.04,53
2023-08-10,GUATIRE,001973,MARGARINA 500GR MAVESA.,84.04,178
2023-08-11,CAGUA,000386,HUEVOS A GRANEL,121.99,254
2023-08-11,LA CASCADA,000386,HUEVOS A GRANEL,121.99,400
2023-08-11,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,80.14,73
2023-08-11,MATURIN CENTRO,001973,MARGARINA 500GR MAVESA.,80.14,25
2023-08-12,LA PIRAMIDE,000386,HUEVOS A GRANEL,110.04,288
2023-08-12,LA URBINA,000386,HUEVOS A GRANEL,110.04,1013
2023-08-12,MATURIN PLAZA,000386,HUEVOS A GRANEL,110.04,324
2023-08-12,SAN BERNARDINO,000386,HUEVOS A GRANEL,110.04,676
2023-08-12,GUATIRE,001973,MARGARINA 500GR MAVESA.,80.58,314
2023-08-12,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,76.55,1
2023-08-13,MARACAY,000386,HUEVOS A GRANEL,110.04,138
2023-08-13,SAN BERNARDINO,000386,HUEVOS A GRANEL,110.04,654
2023-08-13,CIUDAD BOLIVAR HERES,001973,MARGARINA 500GR MAVESA.,84.82,1
2023-08-14,CIUDAD BOLIVAR HERES,000386,HUEVOS A GRANEL,110.04,224
2023-08-14,LA PIRAMIDE,000386,HUEVOS A GRANEL,110.04,275
2023-08-14,SAN BERNARDINO,000386,HUEVOS A GRANEL,110.04,561
2023-08-14,LA CASCADA,001973,MARGARINA 500GR MAVESA.,80.58,97
2023-08-15,CAGUA,000386,HUEVOS A GRANEL,110.04,359
2023-08-15,ACARIGUA,001973,MARGARINA 500GR MAVESA.,80.58,74
2023-08-15,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,80.58,81
2023-08-15,GUARENAS,001973,MARGARINA 500GR MAVESA.,80.58,185
2023-08-15,IPSFA,001973,MARGARINA 500GR MAVESA.,80.58,274
2023-08-16,MATURIN CENTRO,000386,HUEVOS A GRANEL,109.97,2607
2023-08-16,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,80.52,72
2023-08-16,LA CASCADA,001973,MARGARINA 500GR MAVESA.,80.52,122
2023-08-16,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,72.67,1
2023-08-17,SAN BERNARDINO,000386,HUEVOS A GRANEL,110.32,734
2023-08-17,CIUDAD BOLIVAR HERES,001973,MARGARINA 500GR MAVESA.,85.03,66
2023-08-17,LA PIRAMIDE,001973,MARGARINA 500GR MAVESA.,85.03,83
2023-08-17,MARACAY,001973,MARGARINA 500GR MAVESA.,85.03,37
2023-08-17,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,85.03,213
2023-08-18,LA CASCADA,000386,HUEVOS A GRANEL,126.68,409
2023-08-18,LA PIRAMIDE,001973,MARGARINA 500GR MAVESA.,85.41,71
2023-08-19,GUARENAS,000386,HUEVOS A GRANEL,127.08,601
2023-08-19,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,127.08,307
2023-08-19,MATURIN PLAZA,000386,HUEVOS A GRANEL,127.08,173
2023-08-20,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,127.08,334
2023-08-20,GUATIRE,001973,MARGARINA 500GR MAVESA.,85.68,222
2023-08-21,GUATIRE,000386,HUEVOS A GRANEL,120.71,591
2023-08-21,MATURIN CENTRO,000386,HUEVOS A GRANEL,120.71,997
2023-08-21,MATURIN CENTRO,001973,MARGARINA 500GR MAVESA.,85.68,35
2023-08-22,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,120.64,323
2023-08-23,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,81.8,49
2023-08-23,GUARENAS,001973,MARGARINA 500GR MAVESA.,81.8,81
2023-08-24,GUARENAS,000386,HUEVOS A GRANEL,121.96,735
2023-08-24,IPSFA,000386,HUEVOS A GRANEL,121.96,605
2023-08-24,CAGUA,001973,MARGARINA 500GR MAVESA.,86.56,1
2023-08-24,LA PIRAMIDE,001973,MARGARINA 500GR MAVESA.,82.23,34
2023-08-24,MARACAY,001973,MARGARINA 500GR MAVESA.,82.23,33
2023-08-25,ACARIGUA,001973,MARGARINA 500GR MAVESA.,82.55,40
2023-08-26,BARQUISIMETO,000386,HUEVOS A GRANEL,129.04,228
2023-08-11,MATURIN CENTRO,000386,HUEVOS A GRANEL,121.99,352
2023-08-11,ACARIGUA,001973,MARGARINA 500GR MAVESA.,80.14,38
2023-08-11,GUARENAS,001973,MARGARINA 500GR MAVESA.,80.14,129
2023-08-12,CIUDAD BOLIVAR HERES,000386,HUEVOS A GRANEL,110.04,168
2023-08-13,CAGUA,001973,MARGARINA 500GR MAVESA.,80.58,137
2023-08-13,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,80.58,93
2023-08-14,CAGUA,000386,HUEVOS A GRANEL,110.04,326
2023-08-14,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,110.04,325
2023-08-14,MARACAY,000386,HUEVOS A GRANEL,110.04,113
2023-08-14,MATURIN CENTRO,001973,MARGARINA 500GR MAVESA.,80.58,28
2023-08-15,PARAISO,000386,HUEVOS A GRANEL,110.04,458
2023-08-15,CIUDAD BOLIVAR HERES,001973,MARGARINA 500GR MAVESA.,80.58,75
2023-08-15,GUATIRE,001973,MARGARINA 500GR MAVESA.,80.58,214
2023-08-15,IPSFA,001973,MARGARINA 500GR MAVESA.,72.72,1
2023-08-16,CIUDAD BOLIVAR HERES,001973,MARGARINA 500GR MAVESA.,80.52,70
2023-08-16,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,80.52,103
2023-08-17,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,110.32,342
2023-08-17,PARAISO,001973,MARGARINA 500GR MAVESA.,85.03,138
2023-08-18,CIUDAD BOLIVAR HERES,000386,HUEVOS A GRANEL,126.68,205
2023-08-18,LA URBINA,001973,MARGARINA 500GR MAVESA.,85.41,216
2023-08-19,SAN BERNARDINO,000386,HUEVOS A GRANEL,127.08,736
2023-08-19,ACARIGUA,001973,MARGARINA 500GR MAVESA.,85.68,68
2023-08-19,IPSFA,001973,MARGARINA 500GR MAVESA.,85.68,394
2023-08-19,LA URBINA,001973,MARGARINA 500GR MAVESA.,85.68,361
2023-08-19,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,85.68,273
2023-08-20,LA PIRAMIDE,000386,HUEVOS A GRANEL,127.08,256
2023-08-20,MARACAY,000386,HUEVOS A GRANEL,127.08,159
2023-08-21,GUARENAS,001973,MARGARINA 500GR MAVESA.,85.68,129
2023-08-21,IPSFA,001973,MARGARINA 500GR MAVESA.,85.68,221
2023-08-22,MATURIN PLAZA,000386,HUEVOS A GRANEL,120.64,1103
2023-08-22,ACARIGUA,001973,MARGARINA 500GR MAVESA.,85.62,45
2023-08-22,IPSFA,001973,MARGARINA 500GR MAVESA.,85.62,266
2023-08-22,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,85.62,148
2023-08-23,IPSFA,000386,HUEVOS A GRANEL,121.32,638
2023-08-23,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,81.8,55
2023-08-24,LA URBINA,000386,HUEVOS A GRANEL,121.96,752
2023-08-24,CAGUA,001973,MARGARINA 500GR MAVESA.,82.23,47
2023-08-25,IPSFA,001973,MARGARINA 500GR MAVESA.,82.55,236
2023-08-25,LA CASCADA,001973,MARGARINA 500GR MAVESA.,82.55,119
2023-08-26,PARAISO,000386,HUEVOS A GRANEL,129.04,522
2023-08-27,LA PIRAMIDE,000386,HUEVOS A GRANEL,129.04,248
2023-08-27,CIUDAD BOLIVAR HERES,001973,MARGARINA 500GR MAVESA.,82.64,33
2023-08-27,GUATIRE,001973,MARGARINA 500GR MAVESA.,82.64,221
2023-08-28,MATURIN CENTRO,001973,MARGARINA 500GR MAVESA.,82.64,32
2023-08-29,MATURIN PLAZA,000386,HUEVOS A GRANEL,132.68,228
2023-08-29,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,82.9,49
2023-08-29,GUARENAS,001973,MARGARINA 500GR MAVESA.,82.9,107
2023-08-29,IPSFA,001973,MARGARINA 500GR MAVESA.,82.9,213
2023-08-29,LA URBINA,001973,MARGARINA 500GR MAVESA.,82.9,167
2023-08-30,ACARIGUA,000386,HUEVOS A GRANEL,132.64,314
2023-08-30,BARQUISIMETO,000386,HUEVOS A GRANEL,132.64,275
2023-08-30,LA URBINA,000386,HUEVOS A GRANEL,132.64,790
2023-08-30,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,87.24,1
2023-09-01,ACARIGUA,000386,HUEVOS A GRANEL,133.33,365
2023-09-01,BARQUISIMETO,000386,HUEVOS A GRANEL,133.33,226
2023-09-01,CIUDAD BOLIVAR HERES,000386,HUEVOS A GRANEL,133.33,239
2023-09-01,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,133.33,366
2023-09-01,CAGUA,001973,MARGARINA 500GR MAVESA.,87.69,94
2023-09-02,ACARIGUA,000386,HUEVOS A GRANEL,140.8,311
2023-07-30,MATURIN CENTRO,001973,MARGARINA 500GR MAVESA.,2.69,1
2023-07-31,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,76.43,413
2023-07-31,SAN BERNARDINO,000386,HUEVOS A GRANEL,76.43,754
2023-07-31,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,79.38,118
2023-07-31,LA URBINA,001973,MARGARINA 500GR MAVESA.,79.38,326
2023-07-31,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,79.38,245
2023-08-01,SAN BERNARDINO,000386,HUEVOS A GRANEL,76.41,807
2023-08-01,CAGUA,001973,MARGARINA 500GR MAVESA.,79.36,96
2023-08-02,MARACAY,000386,HUEVOS A GRANEL,76.72,170
2023-08-02,MATURIN PLAZA,000386,HUEVOS A GRANEL,76.72,219
2023-08-02,PARAISO,000386,HUEVOS A GRANEL,76.72,447
2023-08-02,LA CASCADA,001973,MARGARINA 500GR MAVESA.,79.68,268
2023-08-03,ACARIGUA,000386,HUEVOS A GRANEL,88.98,262
2023-08-03,MATURIN CENTRO,001973,MARGARINA 500GR MAVESA.,80.05,35
2023-08-04,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,90,319
2023-08-04,SAN BERNARDINO,000386,HUEVOS A GRANEL,90,544
2023-08-04,GUATIRE,001973,MARGARINA 500GR MAVESA.,80.97,217
2023-08-05,GUATIRE,001973,MARGARINA 500GR MAVESA.,83.34,307
2023-08-06,GUATIRE,001973,MARGARINA 500GR MAVESA.,83.34,285
2023-08-06,LA CASCADA,001973,MARGARINA 500GR MAVESA.,83.34,169
2023-08-07,MATURIN CENTRO,000386,HUEVOS A GRANEL,98.83,484
2023-08-07,LA CASCADA,001973,MARGARINA 500GR MAVESA.,83.34,99
2023-08-07,MATURIN CENTRO,001973,MARGARINA 500GR MAVESA.,83.34,33
2023-08-08,MATURIN PLAZA,000386,HUEVOS A GRANEL,98.79,128
2023-08-08,PARAISO,000386,HUEVOS A GRANEL,98.79,281
2023-08-08,CAGUA,001973,MARGARINA 500GR MAVESA.,83.31,62
2023-08-08,LA CASCADA,001973,MARGARINA 500GR MAVESA.,83.31,90
2023-08-09,IPSFA,000386,HUEVOS A GRANEL,102.32,576
2023-08-09,MARACAY,001973,MARGARINA 500GR MAVESA.,83.66,29
2023-08-10,CAGUA,001973,MARGARINA 500GR MAVESA.,84.04,56
2023-08-10,MATURIN CENTRO,001973,MARGARINA 500GR MAVESA.,84.04,34
2023-08-11,IPSFA,000386,HUEVOS A GRANEL,121.99,668
2023-08-11,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,80.14,34
2023-08-12,MARACAY,000386,HUEVOS A GRANEL,110.04,183
2023-08-12,PARAISO,000386,HUEVOS A GRANEL,110.04,506
2023-08-12,ACARIGUA,001973,MARGARINA 500GR MAVESA.,80.58,62
2023-08-12,CAGUA,001973,MARGARINA 500GR MAVESA.,80.58,110
2023-08-13,LA URBINA,000386,HUEVOS A GRANEL,110.04,774
2023-08-13,ACARIGUA,001973,MARGARINA 500GR MAVESA.,80.58,71
2023-08-13,CAGUA,001973,MARGARINA 500GR MAVESA.,84.82,1
2023-08-13,GUATIRE,001973,MARGARINA 500GR MAVESA.,80.58,266
2023-08-14,GUARENAS,001973,MARGARINA 500GR MAVESA.,80.58,122
2023-08-14,IPSFA,001973,MARGARINA 500GR MAVESA.,80.58,269
2023-08-15,CIUDAD BOLIVAR HERES,000386,HUEVOS A GRANEL,110.04,353
2023-08-15,SAN BERNARDINO,000386,HUEVOS A GRANEL,110.04,698
2023-08-16,GUARENAS,000386,HUEVOS A GRANEL,109.97,703
2023-08-16,LA CASCADA,000386,HUEVOS A GRANEL,109.97,558
2023-08-16,ACARIGUA,001973,MARGARINA 500GR MAVESA.,80.52,64
2023-08-16,CAGUA,001973,MARGARINA 500GR MAVESA.,80.52,64
2023-08-16,GUARENAS,001973,MARGARINA 500GR MAVESA.,80.52,122
2023-08-17,LA URBINA,000386,HUEVOS A GRANEL,110.32,1010
2023-08-17,MARACAY,000386,HUEVOS A GRANEL,110.32,201
2023-08-17,LA URBINA,001973,MARGARINA 500GR MAVESA.,85.03,234
2023-08-18,CAGUA,000386,HUEVOS A GRANEL,126.68,327
2023-08-18,GUARENAS,000386,HUEVOS A GRANEL,126.68,670
2023-08-18,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,85.41,166
2023-08-19,BARQUISIMETO,000386,HUEVOS A GRANEL,102.93,2
2023-08-19,CIUDAD BOLIVAR HERES,001973,MARGARINA 500GR MAVESA.,85.68,56
2023-08-20,ACARIGUA,000386,HUEVOS A GRANEL,114.37,275
2023-08-20,BARQUISIMETO,000386,HUEVOS A GRANEL,114.37,221
2023-08-20,MATURIN PLAZA,000386,HUEVOS A GRANEL,127.08,290
2023-08-20,PARAISO,000386,HUEVOS A GRANEL,127.08,350
2023-08-21,ACARIGUA,001973,MARGARINA 500GR MAVESA.,85.68,55
2023-08-22,BARQUISIMETO,000386,HUEVOS A GRANEL,120.64,536
2023-08-22,GUATIRE,001973,MARGARINA 500GR MAVESA.,85.62,163
2023-08-22,MARACAY,001973,MARGARINA 500GR MAVESA.,85.62,35
2023-08-23,CAGUA,000386,HUEVOS A GRANEL,121.32,350
2023-08-24,ACARIGUA,000386,HUEVOS A GRANEL,121.96,587
2023-08-24,BARQUISIMETO,000386,HUEVOS A GRANEL,121.96,276
2023-08-24,LA CASCADA,000386,HUEVOS A GRANEL,121.96,387
2023-08-24,LA URBINA,001973,MARGARINA 500GR MAVESA.,82.23,183
2023-08-25,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,82.55,122
2023-08-25,MATURIN CENTRO,001973,MARGARINA 500GR MAVESA.,82.55,33
2023-08-26,ACARIGUA,001973,MARGARINA 500GR MAVESA.,82.64,57
2023-08-26,GUATIRE,001973,MARGARINA 500GR MAVESA.,82.64,276
2023-08-27,GUARENAS,000386,HUEVOS A GRANEL,129.04,466
2023-08-27,IPSFA,000386,HUEVOS A GRANEL,129.04,831
2023-08-27,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,129.04,322
2023-08-27,LA CASCADA,001973,MARGARINA 500GR MAVESA.,82.64,132
2023-08-27,LA PIRAMIDE,001973,MARGARINA 500GR MAVESA.,74.58,1
2023-08-28,MATURIN CENTRO,000386,HUEVOS A GRANEL,129.04,1138
2023-08-29,CIUDAD BOLIVAR HERES,000386,HUEVOS A GRANEL,132.68,180
2023-08-29,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,82.9,29
2023-08-31,GUATIRE,000386,HUEVOS A GRANEL,132.97,535
2023-08-31,LA CASCADA,000386,HUEVOS A GRANEL,132.97,393
2023-08-31,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,83.08,100
2023-08-31,MATURIN CENTRO,001973,MARGARINA 500GR MAVESA.,83.08,52
2023-09-01,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,87.69,106
2023-09-02,CAGUA,000386,HUEVOS A GRANEL,140.8,340
2023-09-02,CIUDAD BOLIVAR HERES,000386,HUEVOS A GRANEL,134.23,9
2023-09-02,ACARIGUA,001973,MARGARINA 500GR MAVESA.,88.29,57
2023-09-03,GUATIRE,000386,HUEVOS A GRANEL,140.8,714
2023-09-03,IPSFA,000386,HUEVOS A GRANEL,140.8,871
2023-09-03,GUARENAS,001973,MARGARINA 500GR MAVESA.,88.29,170
2023-09-03,LA CASCADA,001973,MARGARINA 500GR MAVESA.,88.29,199
2023-09-04,CAGUA,000386,HUEVOS A GRANEL,140.8,312
2023-09-04,GUATIRE,000386,HUEVOS A GRANEL,140.8,509
2023-09-05,IPSFA,001973,MARGARINA 500GR MAVESA.,88.21,400
2023-09-05,LA CASCADA,001973,MARGARINA 500GR MAVESA.,88.21,103
2023-09-05,MATURIN CENTRO,001973,MARGARINA 500GR MAVESA.,88.21,43
2023-09-06,GUARENAS,000386,HUEVOS A GRANEL,141.31,281
2023-09-06,LA CASCADA,000386,HUEVOS A GRANEL,141.31,2162
2023-09-07,CIUDAD BOLIVAR HERES,001973,MARGARINA 500GR MAVESA.,89.07,39
2023-09-07,LA URBINA,001973,MARGARINA 500GR MAVESA.,89.07,139
2023-09-08,GUATIRE,000386,HUEVOS A GRANEL,132.55,717
2023-09-08,IPSFA,000386,HUEVOS A GRANEL,132.55,662
2023-09-08,MATURIN CENTRO,000386,HUEVOS A GRANEL,132.55,1085
2023-09-08,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,89.36,50
2023-09-09,CIUDAD BOLIVAR HERES,000386,HUEVOS A GRANEL,133.03,204
2023-09-09,GUATIRE,000386,HUEVOS A GRANEL,133.03,817
2023-09-09,LA PIRAMIDE,001973,MARGARINA 500GR MAVESA.,89.68,112
2023-09-09,MARACAY,001973,MARGARINA 500GR MAVESA.,89.68,49
2023-09-09,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,89.68,254
2023-09-10,GUATIRE,000386,HUEVOS A GRANEL,133.03,773
2023-09-10,LA PIRAMIDE,001973,MARGARINA 500GR MAVESA.,89.68,82
2023-09-10,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,89.68,237
2023-09-11,ACARIGUA,000386,HUEVOS A GRANEL,133.03,273
2023-09-11,CAGUA,000386,HUEVOS A GRANEL,133.03,267
2023-09-11,GUATIRE,000386,HUEVOS A GRANEL,133.03,753
2023-09-12,ACARIGUA,000386,HUEVOS A GRANEL,133.03,291
2023-09-12,GUARENAS,000386,HUEVOS A GRANEL,133.03,581
2023-09-12,CAGUA,001973,MARGARINA 500GR MAVESA.,89.68,63
2023-07-15,MATURIN CENTRO,000386,HUEVOS A GRANEL,76.96,1234
2023-07-15,MATURIN CENTRO,001973,MARGARINA 500GR MAVESA.,76.96,39
2023-07-16,BARQUISIMETO,000386,HUEVOS A GRANEL,76.96,342
2023-07-16,GUARENAS,000386,HUEVOS A GRANEL,76.96,607
2023-07-16,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,76.96,71
2023-07-16,GUARENAS,001973,MARGARINA 500GR MAVESA.,76.96,162
2023-07-18,CAGUA,000386,HUEVOS A GRANEL,77.12,478
2023-07-18,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,77.12,311
2023-07-18,GUATIRE,001973,MARGARINA 500GR MAVESA.,77.12,180
2023-07-18,LA URBINA,001973,MARGARINA 500GR MAVESA.,77.12,242
2023-07-18,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,77.12,30
2023-07-20,CAGUA,001973,MARGARINA 500GR MAVESA.,77.69,68
2023-07-20,GUATIRE,001973,MARGARINA 500GR MAVESA.,77.69,174
2023-07-21,CIUDAD BOLIVAR HERES,000386,HUEVOS A GRANEL,77.98,4
2023-07-21,GUATIRE,000386,HUEVOS A GRANEL,77.98,680
2023-07-21,GUATIRE,001973,MARGARINA 500GR MAVESA.,77.98,213
2023-07-21,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,77.98,78
2023-07-21,MARACAY,001973,MARGARINA 500GR MAVESA.,77.98,28
2023-07-22,MARACAY,000386,HUEVOS A GRANEL,78.25,196
2023-07-22,MATURIN CENTRO,000386,HUEVOS A GRANEL,78.25,1071
2023-07-22,LA PIRAMIDE,001973,MARGARINA 500GR MAVESA.,78.25,114
2023-07-22,MARACAY,001973,MARGARINA 500GR MAVESA.,78.25,52
2023-07-23,SAN BERNARDINO,000386,HUEVOS A GRANEL,78.25,660
2023-07-23,GUARENAS,001973,MARGARINA 500GR MAVESA.,78.25,157
2023-07-24,LA PIRAMIDE,000386,HUEVOS A GRANEL,78.25,305
2023-07-24,PARAISO,000386,HUEVOS A GRANEL,78.25,447
2023-07-24,MARACAY,001973,MARGARINA 500GR MAVESA.,78.25,37
2023-07-25,MATURIN CENTRO,000386,HUEVOS A GRANEL,75.34,986
2023-07-25,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,78.25,52
2023-07-25,LA CASCADA,001973,MARGARINA 500GR MAVESA.,78.25,98
2023-07-26,CIUDAD BOLIVAR HERES,000386,HUEVOS A GRANEL,75.37,79
2023-07-26,LA CASCADA,000386,HUEVOS A GRANEL,75.37,496
2023-07-26,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,75.37,259
2023-07-27,CIUDAD BOLIVAR HERES,000386,HUEVOS A GRANEL,75.91,18
2023-07-27,GUARENAS,000386,HUEVOS A GRANEL,75.91,528
2023-07-27,MATURIN PLAZA,000386,HUEVOS A GRANEL,75.91,171
2023-07-28,ACARIGUA,000386,HUEVOS A GRANEL,69.15,4
2023-07-28,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,78.84,71
