fecha_venta,sucursal,codigo_articulo,producto,precio_venta,cantidad
2022-08-06,CAGUA,000386,HUEVOS A GRANEL,25.18,321
2022-08-06,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,14.62,282
2022-08-07,MATURIN PLAZA,000386,HUEVOS A GRANEL,23.95,1
2022-08-07,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,14.62,217
2022-08-09,MATURIN PLAZA,000386,HUEVOS A GRANEL,25.1,84
2022-08-09,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,14.57,58
2022-08-10,GUARENAS,000386,HUEVOS A GRANEL,25.31,313
2022-08-10,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,14.69,75
2022-07-05,SAN BERNARDINO,000386,HUEVOS A GRANEL,22.18,620
2022-07-05,ACARIGUA,001973,MARGARINA 500GR MAVESA.,13.84,56
2022-07-07,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,13.82,64
2022-07-07,IPSFA,001973,MARGARINA 500GR MAVESA.,13.82,226
2022-07-08,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,13.87,29
2022-07-09,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,22.38,370
2022-07-10,CAGUA,001973,MARGARINA 500GR MAVESA.,13.97,126
2022-07-11,CAGUA,000386,HUEVOS A GRANEL,22.38,301
2022-07-11,IPSFA,000386,HUEVOS A GRANEL,17.9038964983004,2
2022-07-11,GUARENAS,001973,MARGARINA 500GR MAVESA.,13.97,138
2022-07-11,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,13.97,185
2022-07-12,CAGUA,000386,HUEVOS A GRANEL,22.34,270
2022-07-13,MATURIN PLAZA,000386,HUEVOS A GRANEL,22.42,60
2022-07-16,SAN BERNARDINO,000386,HUEVOS A GRANEL,23.31,775
2022-07-17,CAGUA,001973,MARGARINA 500GR MAVESA.,14.19,160
2022-07-17,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,14.19,103
2022-07-18,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,14.19,202
2022-07-19,IPSFA,001973,MARGARINA 500GR MAVESA.,14.14,240
2022-07-20,MATURIN PLAZA,000386,HUEVOS A GRANEL,23.31,55
2022-07-20,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,14.19,79
2022-07-20,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,14.19,210
2022-07-22,GUARENAS,000386,HUEVOS A GRANEL,23.38,889
2022-07-22,GUARENAS,000386,HUEVOS A GRANEL,23.44,144
2022-07-22,IPSFA,000386,HUEVOS A GRANEL,23.38,570
2022-07-22,SAN BERNARDINO,000386,HUEVOS A GRANEL,23.38,464
2022-07-23,GUARENAS,001973,MARGARINA 500GR MAVESA.,14.27,141
2022-07-24,SAN BERNARDINO,000386,HUEVOS A GRANEL,23.38,588
2022-07-27,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,23.46,132
2022-07-28,ACARIGUA,001973,MARGARINA 500GR MAVESA.,14.37,36
2022-07-28,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,14.37,126
2022-07-28,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,14.37,170
2022-07-29,GUARENAS,001973,MARGARINA 500GR MAVESA.,14.39,178
2022-07-29,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,14.39,214
2022-07-30,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,14.42,175
2022-07-30,GUARENAS,001973,MARGARINA 500GR MAVESA.,14.42,249
2022-07-31,ACARIGUA,000386,HUEVOS A GRANEL,23.62,143
2022-07-31,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,23.62,262
2022-07-31,MATURIN PLAZA,000386,HUEVOS A GRANEL,23.62,115
2022-08-01,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,14.42,83
2022-08-04,ACARIGUA,001973,MARGARINA 500GR MAVESA.,14.42,47
2022-08-05,BARQUISIMETO,000386,HUEVOS A GRANEL,23.83,205
2022-08-07,CAGUA,001973,MARGARINA 500GR MAVESA.,14.62,119
2022-08-07,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,14.62,96
2022-08-08,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,14.62,254
2022-08-10,CAGUA,000386,HUEVOS A GRANEL,25.31,194
2022-08-10,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,25.31,127
2022-08-10,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,14.69,50
2022-08-11,GUARENAS,001973,MARGARINA 500GR MAVESA.,14.74,89
2022-08-12,BARQUISIMETO,000386,HUEVOS A GRANEL,25.53,112
2022-08-12,IPSFA,000386,HUEVOS A GRANEL,25.53,744
2022-08-12,ACARIGUA,001973,MARGARINA 500GR MAVESA.,14.82,38
2022-08-14,CAGUA,000386,HUEVOS A GRANEL,25.65,271
2022-08-14,GUARENAS,000386,HUEVOS A GRANEL,25.65,394
2022-08-14,SAN BERNARDINO,000386,HUEVOS A GRANEL,25.65,662
2022-08-16,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,25.65,113
2022-08-16,MATURIN PLAZA,000386,HUEVOS A GRANEL,25.65,71
2022-08-19,GUARENAS,001973,MARGARINA 500GR MAVESA.,15.16,188
2022-08-19,IPSFA,001973,MARGARINA 500GR MAVESA.,15.16,254
2022-08-19,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,15.16,170
2022-07-13,CAGUA,000386,HUEVOS A GRANEL,22.42,414
2022-07-14,CAGUA,000386,HUEVOS A GRANEL,22.58,302
2022-07-14,MATURIN PLAZA,000386,HUEVOS A GRANEL,22.58,85
2022-07-14,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,14.09,96
2022-07-15,ACARIGUA,001973,MARGARINA 500GR MAVESA.,14.14,54
2022-07-16,IPSFA,000386,HUEVOS A GRANEL,23.31,1047
2022-07-18,MATURIN PLAZA,000386,HUEVOS A GRANEL,23.31,56
2022-07-20,ACARIGUA,001973,MARGARINA 500GR MAVESA.,14.19,46
2022-07-21,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,14.27,104
2022-07-21,GUARENAS,001973,MARGARINA 500GR MAVESA.,14.27,133
2022-07-22,IPSFA,000386,HUEVOS A GRANEL,23.44,167
2022-07-22,SAN BERNARDINO,000386,HUEVOS A GRANEL,23.44,148
2022-07-23,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,14.27,25
2022-07-24,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,23.38,229
2022-07-25,CAGUA,001973,MARGARINA 500GR MAVESA.,14.27,102
2022-07-28,IPSFA,001973,MARGARINA 500GR MAVESA.,14.37,259
2022-07-29,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,23.58,231
2022-07-30,CAGUA,001973,MARGARINA 500GR MAVESA.,14.42,238
2022-07-30,IPSFA,001973,MARGARINA 500GR MAVESA.,14.42,434
2022-07-30,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,14.42,135
2022-08-01,CAGUA,001973,MARGARINA 500GR MAVESA.,14.42,143
2022-08-02,CAGUA,000386,HUEVOS A GRANEL,23.58,338
2022-08-02,CAGUA,001973,MARGARINA 500GR MAVESA.,14.39,76
2022-08-02,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,14.39,55
2022-08-03,MATURIN PLAZA,000386,HUEVOS A GRANEL,23.66,56
2022-08-03,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,14.44,7
2022-08-04,GUARENAS,001973,MARGARINA 500GR MAVESA.,14.42,129
2022-08-07,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,14.62,24
2022-08-08,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,14.62,112
2022-08-08,IPSFA,001973,MARGARINA 500GR MAVESA.,14.62,284
2022-08-10,CAGUA,001973,MARGARINA 500GR MAVESA.,14.69,76
2022-08-11,IPSFA,001973,MARGARINA 500GR MAVESA.,14.74,244
2022-08-12,SAN BERNARDINO,000386,HUEVOS A GRANEL,25.53,577
2022-08-12,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,14.82,127
2022-08-12,GUARENAS,001973,MARGARINA 500GR MAVESA.,14.82,140
2022-08-14,IPSFA,000386,HUEVOS A GRANEL,25.65,851
2022-08-15,ACARIGUA,001973,MARGARINA 500GR MAVESA.,14.89,58
2022-08-15,GUARENAS,001973,MARGARINA 500GR MAVESA.,14.89,124
2022-08-15,IPSFA,001973,MARGARINA 500GR MAVESA.,14.89,315
2022-08-16,CAGUA,000386,HUEVOS A GRANEL,25.65,198
2022-08-17,SAN BERNARDINO,000386,HUEVOS A GRANEL,25.61,432
2022-08-18,MATURIN PLAZA,000386,HUEVOS A GRANEL,25.65,67
2022-08-20,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,15.39,134
2022-08-21,BARQUISIMETO,000386,HUEVOS A GRANEL,26.51,180
2022-08-22,CAGUA,001973,MARGARINA 500GR MAVESA.,15.39,94
2022-08-24,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,15.64,200
2022-08-25,IPSFA,000386,HUEVOS A GRANEL,30.07,786
2022-08-26,CAGUA,000386,HUEVOS A GRANEL,33.63,386
2022-08-27,BARQUISIMETO,000386,HUEVOS A GRANEL,33.68,172
2022-08-27,IPSFA,000386,HUEVOS A GRANEL,4.29,8
2022-08-27,IPSFA,000386,HUEVOS A GRANEL,33.68,978
2022-08-28,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,19.55,128
2022-08-28,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,19.55,118
2022-08-30,ACARIGUA,000386,HUEVOS A GRANEL,33.55,142
2022-08-30,IPSFA,000386,HUEVOS A GRANEL,33.55,1118
2022-08-30,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,19.47,103
2022-08-31,PARAISO,000386,HUEVOS A GRANEL,33.72,4
2022-08-31,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,19.57,26
2022-09-01,IPSFA,001973,MARGARINA 500GR MAVESA.,19.65,411
2022-09-01,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,19.65,226
2022-09-02,ACARIGUA,000386,HUEVOS A GRANEL,33.93,347
2022-08-03,BARQUISIMETO,000386,HUEVOS A GRANEL,23.66,321
2022-08-03,IPSFA,000386,HUEVOS A GRANEL,23.66,726
2022-08-03,IPSFA,001973,MARGARINA 500GR MAVESA.,14.44,306
2022-08-04,BARQUISIMETO,000386,HUEVOS A GRANEL,23.62,167
2022-08-05,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,25.05,1
2022-08-05,CAGUA,001973,MARGARINA 500GR MAVESA.,14.54,106
2022-08-06,CAGUA,001973,MARGARINA 500GR MAVESA.,14.62,157
2022-08-08,BARQUISIMETO,000386,HUEVOS A GRANEL,25.18,150
2022-08-08,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,14.62,78
2022-08-09,GUARENAS,000386,HUEVOS A GRANEL,25.1,314
2022-08-12,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,25.53,155
2022-08-13,BARQUISIMETO,000386,HUEVOS A GRANEL,25.65,205
2022-08-13,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,14.89,112
2022-08-14,GUARENAS,001973,MARGARINA 500GR MAVESA.,14.89,208
2022-08-14,IPSFA,001973,MARGARINA 500GR MAVESA.,14.89,354
2022-08-14,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,14.89,259
2022-08-15,BARQUISIMETO,000386,HUEVOS A GRANEL,25.65,144
2022-08-15,SAN BERNARDINO,000386,HUEVOS A GRANEL,25.65,551
2022-08-17,ACARIGUA,001973,MARGARINA 500GR MAVESA.,14.87,70
2022-08-19,BARQUISIMETO,000386,HUEVOS A GRANEL,26.13,122
2022-08-19,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,26.13,117
2022-08-20,IPSFA,000386,HUEVOS A GRANEL,26.51,790
2022-08-20,SAN BERNARDINO,000386,HUEVOS A GRANEL,26.51,548
2022-08-21,CAGUA,001973,MARGARINA 500GR MAVESA.,15.39,148
2022-08-21,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,15.39,119
2022-08-26,BARQUISIMETO,000386,HUEVOS A GRANEL,33.63,195
2022-08-26,GUARENAS,000386,HUEVOS A GRANEL,33.63,556
2022-08-26,SAN BERNARDINO,000386,HUEVOS A GRANEL,33.63,587
2022-08-26,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,19.52,215
2022-08-28,BARQUISIMETO,000386,HUEVOS A GRANEL,33.68,197
2022-08-28,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,33.68,262
2022-08-31,CAGUA,000386,HUEVOS A GRANEL,33.72,449
2022-09-01,CAGUA,001973,MARGARINA 500GR MAVESA.,19.65,101
2022-09-02,ACARIGUA,001973,MARGARINA 500GR MAVESA.,19.7,50
2022-09-02,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,19.7,243
2022-09-03,BARQUISIMETO,000386,HUEVOS A GRANEL,34.15,265
2022-09-03,SAN BERNARDINO,000386,HUEVOS A GRANEL,34.15,781
2022-09-04,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,19.82,20
2022-09-06,ACARIGUA,001973,MARGARINA 500GR MAVESA.,19.77,44
2022-09-06,GUARENAS,001973,MARGARINA 500GR MAVESA.,19.77,124
2022-09-07,CAGUA,000386,HUEVOS A GRANEL,34.23,389
2022-09-07,ACARIGUA,001973,MARGARINA 500GR MAVESA.,19.87,46
2022-09-07,GUARENAS,001973,MARGARINA 500GR MAVESA.,19.87,102
2022-09-08,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,19.9,17
2022-09-09,GUARENAS,000386,HUEVOS A GRANEL,34.32,892
2022-09-09,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,19.92,25
2022-09-10,GUARENAS,000386,HUEVOS A GRANEL,35.83,925
2022-09-10,PARAISO,000386,HUEVOS A GRANEL,35.83,231
2022-09-12,BARQUISIMETO,000386,HUEVOS A GRANEL,35.83,178
2022-09-12,IPSFA,000386,HUEVOS A GRANEL,35.83,793
2022-09-12,SAN BERNARDINO,000386,HUEVOS A GRANEL,35.83,450
2022-09-12,PARAISO,001973,MARGARINA 500GR MAVESA.,19.87,62
2022-09-14,CAGUA,000386,HUEVOS A GRANEL,35.92,271
2022-09-14,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,35.92,164
2022-09-14,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,19.92,102
2022-09-14,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,19.92,29
2022-09-15,ACARIGUA,001973,MARGARINA 500GR MAVESA.,19.99,53
2022-09-15,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,19.99,219
2022-09-16,CAGUA,000386,HUEVOS A GRANEL,36.86,374
2022-09-16,MATURIN PLAZA,000386,HUEVOS A GRANEL,36.86,235
2022-08-05,CAGUA,000386,HUEVOS A GRANEL,25.05,2
2022-08-05,GUARENAS,000386,HUEVOS A GRANEL,23.83,381
2022-08-05,IPSFA,000386,HUEVOS A GRANEL,23.83,818
2022-08-05,GUARENAS,001973,MARGARINA 500GR MAVESA.,14.54,116
2022-08-05,IPSFA,001973,MARGARINA 500GR MAVESA.,14.54,307
2022-08-06,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,25.18,175
2022-08-06,MATURIN PLAZA,000386,HUEVOS A GRANEL,25.18,85
2022-08-06,IPSFA,001973,MARGARINA 500GR MAVESA.,14.62,418
2022-08-07,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,25.18,175
2022-08-07,MATURIN PLAZA,000386,HUEVOS A GRANEL,25.18,72
2022-08-07,GUARENAS,001973,MARGARINA 500GR MAVESA.,14.62,170
2022-08-08,GUARENAS,001973,MARGARINA 500GR MAVESA.,14.62,113
2022-08-09,IPSFA,001973,MARGARINA 500GR MAVESA.,14.57,388
2022-08-10,SAN BERNARDINO,000386,HUEVOS A GRANEL,25.31,387
2022-08-10,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,14.69,19
2022-08-10,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,14.69,181
2022-08-12,CAGUA,000386,HUEVOS A GRANEL,25.53,210
2022-08-12,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,14.82,72
2022-08-14,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,14.89,104
2022-08-15,MATURIN PLAZA,000386,HUEVOS A GRANEL,25.65,73
2022-08-16,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,14.89,76
2022-08-17,CAGUA,000386,HUEVOS A GRANEL,25.61,198
2022-08-17,GUARENAS,000386,HUEVOS A GRANEL,25.61,362
2022-08-18,SAN BERNARDINO,000386,HUEVOS A GRANEL,25.65,480
2022-08-18,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,14.89,21
2022-08-18,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,14.89,348
2022-08-19,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,15.16,28
2022-08-20,MATURIN PLAZA,000386,HUEVOS A GRANEL,26.51,83
2022-08-20,ACARIGUA,001973,MARGARINA 500GR MAVESA.,15.39,55
2022-08-20,GUARENAS,001973,MARGARINA 500GR MAVESA.,15.39,271
2022-08-21,SAN BERNARDINO,000386,HUEVOS A GRANEL,26.51,505
2022-08-21,ACARIGUA,001973,MARGARINA 500GR MAVESA.,15.39,49
2022-08-21,IPSFA,001973,MARGARINA 500GR MAVESA.,15.39,284
2022-08-22,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,15.39,121
2022-08-23,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,26.77,148
2022-08-23,ACARIGUA,001973,MARGARINA 500GR MAVESA.,15.54,42
2022-08-23,IPSFA,001973,MARGARINA 500GR MAVESA.,15.54,295
2022-08-24,ACARIGUA,001973,MARGARINA 500GR MAVESA.,15.64,55
2022-08-24,GUARENAS,001973,MARGARINA 500GR MAVESA.,15.64,173
2022-08-25,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,17.45,171
2022-08-28,GUARENAS,000386,HUEVOS A GRANEL,33.68,480
2022-08-29,BARQUISIMETO,000386,HUEVOS A GRANEL,33.68,163
2022-08-29,GUARENAS,000386,HUEVOS A GRANEL,33.68,610
2022-09-01,MATURIN PLAZA,000386,HUEVOS A GRANEL,33.85,219
2022-09-01,GUARENAS,001973,MARGARINA 500GR MAVESA.,19.65,136
2022-09-01,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,2.49,1
2022-09-02,IPSFA,001973,MARGARINA 500GR MAVESA.,19.7,333
2022-09-03,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,19.82,244
2022-09-05,CAGUA,000386,HUEVOS A GRANEL,34.15,348
2022-09-05,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,19.82,246
2022-09-06,IPSFA,000386,HUEVOS A GRANEL,34.06,687
2022-09-06,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,34.06,267
2022-09-06,PARAISO,000386,HUEVOS A GRANEL,34.06,185
2022-09-06,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,19.77,21
2022-09-07,PARAISO,001973,MARGARINA 500GR MAVESA.,19.87,44
2022-09-08,CAGUA,000386,HUEVOS A GRANEL,34.28,1325
2022-09-08,SAN BERNARDINO,000386,HUEVOS A GRANEL,34.28,569
2022-09-09,MATURIN PLAZA,000386,HUEVOS A GRANEL,34.32,130
2022-09-09,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,19.92,167
2022-09-10,PARAISO,001973,MARGARINA 500GR MAVESA.,19.87,91
2022-03-17,BARQUISIMETO,000386,HUEVOS A GRANEL,19.69,115
2022-03-18,GUARENAS,001973,MARGARINA 500GR MAVESA.,8.99,137
2022-03-18,IPSFA,001973,MARGARINA 500GR MAVESA.,8.99,217
2022-03-23,GUARENAS,000386,HUEVOS A GRANEL,19.78,304
2022-03-23,IPSFA,000386,HUEVOS A GRANEL,19.78,743
2022-03-24,GUARENAS,001973,MARGARINA 500GR MAVESA.,9.05,88
2022-03-26,IPSFA,000386,HUEVOS A GRANEL,20.01,862
2022-03-28,BARQUISIMETO,000386,HUEVOS A GRANEL,20.01,111
2022-03-29,IPSFA,001973,MARGARINA 500GR MAVESA.,9.13,298
2022-03-29,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,9.13,109
2022-03-30,CAGUA,001973,MARGARINA 500GR MAVESA.,9.13,143
2022-03-31,CAGUA,000386,HUEVOS A GRANEL,20.1,289
2022-03-31,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,9.13,1
2022-04-01,SAN BERNARDINO,000386,HUEVOS A GRANEL,20.1,523
2022-04-01,IPSFA,001973,MARGARINA 500GR MAVESA.,9.15,458
2022-04-01,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,9.15,255
2022-04-03,CAGUA,000386,HUEVOS A GRANEL,20.24,312
2022-04-03,SAN BERNARDINO,000386,HUEVOS A GRANEL,20.24,621
2022-04-05,ACARIGUA,001973,MARGARINA 500GR MAVESA.,9.22,44
2022-04-05,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,9.22,218
2022-04-09,IPSFA,001973,MARGARINA 500GR MAVESA.,9.24,521
2022-04-09,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,9.24,228
2022-04-11,CAGUA,000386,HUEVOS A GRANEL,21.17,251
2022-04-11,IPSFA,001973,MARGARINA 500GR MAVESA.,10.43,329
2022-04-14,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,10.48,228
2022-04-18,ACARIGUA,000386,HUEVOS A GRANEL,21.27,109
2022-04-18,GUARENAS,000386,HUEVOS A GRANEL,21.27,319
2022-04-18,CAGUA,001973,MARGARINA 500GR MAVESA.,10.48,96
2022-04-19,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,10.48,173
2022-04-20,ACARIGUA,000386,HUEVOS A GRANEL,21.27,113
2022-04-20,BARQUISIMETO,000386,HUEVOS A GRANEL,21.27,117
2022-04-20,IPSFA,000386,HUEVOS A GRANEL,21.27,720
2022-04-20,CAGUA,001973,MARGARINA 500GR MAVESA.,10.48,119
2022-04-21,GUARENAS,001973,MARGARINA 500GR MAVESA.,10.48,126
2022-04-21,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,10.48,113
2022-04-22,CAGUA,000386,HUEVOS A GRANEL,21.27,264
2022-04-23,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,10.48,246
2022-04-25,ACARIGUA,000386,HUEVOS A GRANEL,21.27,93
2022-04-25,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,10.48,32
2022-04-26,MATURIN PLAZA,000386,HUEVOS A GRANEL,21.27,135
2022-04-27,SAN BERNARDINO,000386,HUEVOS A GRANEL,21.32,463
2022-04-28,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,10.55,77
2022-04-28,GUARENAS,001973,MARGARINA 500GR MAVESA.,10.55,41
2022-04-28,IPSFA,001973,MARGARINA 500GR MAVESA.,10.55,95
2022-04-30,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,10.76,48
2022-05-01,CAGUA,000386,HUEVOS A GRANEL,21.56,349
2022-05-01,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,10.76,269
2022-05-01,GUARENAS,001973,MARGARINA 500GR MAVESA.,10.76,226
2022-05-01,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,10.76,239
2022-05-02,ACARIGUA,000386,HUEVOS A GRANEL,21.56,97
2022-05-02,CAGUA,001973,MARGARINA 500GR MAVESA.,10.76,119
2022-05-03,CAGUA,001973,MARGARINA 500GR MAVESA.,10.6,103
2022-05-03,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,10.78,67
2022-05-04,CAGUA,001973,MARGARINA 500GR MAVESA.,10.62,108
2022-05-05,ACARIGUA,000386,HUEVOS A GRANEL,21.79,79
2022-05-06,ACARIGUA,001973,MARGARINA 500GR MAVESA.,10.9,46
2022-05-06,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,10.9,22
2022-05-08,ACARIGUA,001973,MARGARINA 500GR MAVESA.,10.95,35
2022-05-09,ACARIGUA,000386,HUEVOS A GRANEL,21.94,113
2022-05-09,SAN BERNARDINO,000386,HUEVOS A GRANEL,21.94,465
2022-05-11,CAGUA,001973,MARGARINA 500GR MAVESA.,11.02,147
2022-08-06,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,14.62,158
2022-08-07,ACARIGUA,001973,MARGARINA 500GR MAVESA.,14.62,47
2022-08-07,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,14.62,200
2022-08-08,ACARIGUA,001973,MARGARINA 500GR MAVESA.,14.62,41
2022-08-09,CAGUA,000386,HUEVOS A GRANEL,25.1,191
2022-08-09,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,14.57,78
2022-08-11,IPSFA,000386,HUEVOS A GRANEL,25.4,689
2022-08-11,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,14.74,77
2022-08-12,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,14.82,22
2022-08-13,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,25.65,185
2022-08-13,MATURIN PLAZA,000386,HUEVOS A GRANEL,25.65,82
2022-08-15,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,14.89,90
2022-08-15,SAN BERNARDINO,001973,MARGARINA 500GR MAVESA.,14.89,248
2022-08-17,IPSFA,001973,MARGARINA 500GR MAVESA.,14.87,298
2022-08-17,LA ISABELICA - VALENCIA,001973,MARGARINA 500GR MAVESA.,14.89,1
2022-08-18,GUARENAS,000386,HUEVOS A GRANEL,25.61,1
2022-08-18,IPSFA,000386,HUEVOS A GRANEL,25.61,1
2022-08-20,IPSFA,001973,MARGARINA 500GR MAVESA.,15.39,342
2022-08-21,MATURIN PLAZA,000386,HUEVOS A GRANEL,26.51,67
2022-08-21,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,15.39,162
2022-08-22,SAN BERNARDINO,000386,HUEVOS A GRANEL,26.51,545
2022-08-23,IPSFA,000386,HUEVOS A GRANEL,26.77,817
2022-08-23,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,15.54,104
2022-08-24,MATURIN PLAZA,000386,HUEVOS A GRANEL,26.94,112
2022-08-25,BARQUISIMETO,000386,HUEVOS A GRANEL,30.07,170
2022-08-25,LA ISABELICA - VALENCIA,000386,HUEVOS A GRANEL,30.07,250
2022-08-27,ACARIGUA,000386,HUEVOS A GRANEL,33.68,181
2022-08-27,CAGUA,000386,HUEVOS A GRANEL,33.68,346
2022-08-27,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,19.55,27
2022-08-28,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,19.55,37
2022-08-30,MATURIN PLAZA,001973,MARGARINA 500GR MAVESA.,19.47,23
2022-08-31,ACARIGUA,000386,HUEVOS A GRANEL,33.72,137
2022-08-31,BARQUISIMETO,000386,HUEVOS A GRANEL,33.72,320
2022-08-31,BARQUISIMETO,001973,MARGARINA 500GR MAVESA.,19.57,129
2022-08-31,CAGUA,001973,MARGARINA 500GR MAVESA.,19.57,96
2022-08-31,GUARENAS,001973,MARGARINA 500GR MAVESA.,19.57,153
