codigo_articulo,codigo_sucursal,sucursal,fecha_venta,producto,precio_venta,cantidad
000386,10,LA ISABELICA - VALENCIA,2024-04-01 00:00:00,HUEVOS A GRANEL.,4.99,148
000386,09,MATURIN PLAZA,2024-04-01 00:00:00,HUEVOS A GRANEL.,4.99,185
001973,06,GUARENAS,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,126
002056,22,SAN MARTIN,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,257
000386,06,GUARENAS,2024-04-01 00:00:00,HUEVOS A GRANEL.,4.99,273
000386,19,LA PIRAMIDE,2024-04-01 00:00:00,HUEVOS A GRANEL.,4.99,192
002056,23,CALIFORNIA,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,247
002056,01,IPSFA,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1174
002056,12,LA CASCADA,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,320
002056,13,PARAISO,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,524
000386,05,CAGUA,2024-04-01 00:00:00,HUEVOS A GRANEL.,4.99,263
001973,07,BARQUISIMETO,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,57
001973,21,LOS TEQUES,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,29
002056,07,BARQUISIMETO,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,220
000386,13,PARAISO,2024-04-01 00:00:00,HUEVOS A GRANEL.,4.99,222
001973,01,IPSFA,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,300
001973,12,LA CASCADA,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,67
001973,17,MARACAY,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,27
002056,06,GUARENAS,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,497
002056,09,MATURIN PLAZA,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,168
000386,12,LA CASCADA,2024-04-01 00:00:00,HUEVOS A GRANEL.,4.99,237
000386,14,LA URBINA,2024-04-01 00:00:00,HUEVOS A GRANEL.,4.99,403
001973,08,ACARIGUA,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,44
001973,15,GUATIRE,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,170
002056,08,ACARIGUA,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,135
002056,20,CIUDAD BOLIVAR HERES,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,175
002056,21,LOS TEQUES,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,188
002056,02,SAN BERNARDINO,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1093
000386,20,CIUDAD BOLIVAR HERES,2024-04-01 00:00:00,HUEVOS A GRANEL.,4.99,258
000386,17,MARACAY,2024-04-01 00:00:00,HUEVOS A GRANEL.,4.99,163
001973,10,LA ISABELICA - VALENCIA,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,59
001973,22,SAN MARTIN,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,72
002056,10,LA ISABELICA - VALENCIA,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,270
002056,11,MATURIN CENTRO,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,81
000386,08,ACARIGUA,2024-04-01 00:00:00,HUEVOS A GRANEL.,4.99,274
001973,09,MATURIN PLAZA,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,46
001973,13,PARAISO,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,119
001973,24,PARQUE HUMBOLDT,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,13
001973,14,LA URBINA,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,136
002056,05,CAGUA,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,612
002056,24,PARQUE HUMBOLDT,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,83
001973,20,CIUDAD BOLIVAR HERES,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,54
001973,11,MATURIN CENTRO,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,32
000386,21,LOS TEQUES,2024-04-01 00:00:00,HUEVOS A GRANEL.,4.99,118
000386,24,PARQUE HUMBOLDT,2024-04-01 00:00:00,HUEVOS A GRANEL.,4.99,65
000386,02,SAN BERNARDINO,2024-04-01 00:00:00,HUEVOS A GRANEL.,4.99,611
001973,05,CAGUA,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,132
001973,23,CALIFORNIA,2024-04-01 00:00:00,MARGARINA 500GR MAVESA.,2.69,85
002056,15,GUATIRE,2024-04-01 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,845
000386,05,CAGUA,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,188
000386,11,MATURIN CENTRO,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,170
001973,08,ACARIGUA,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,43
001973,07,BARQUISIMETO,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,66
002056,08,ACARIGUA,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,115
000386,20,CIUDAD BOLIVAR HERES,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,135
000386,15,GUATIRE,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,496
000386,14,LA URBINA,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,288
000386,22,SAN MARTIN,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,88
001973,06,GUARENAS,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,98
002056,19,LA PIRAMIDE,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,201
000386,09,MATURIN PLAZA,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,128
001973,21,LOS TEQUES,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,33
001973,02,SAN BERNARDINO,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,160
002056,10,LA ISABELICA - VALENCIA,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,234
000386,06,GUARENAS,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,324
000386,19,LA PIRAMIDE,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,107
001973,01,IPSFA,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,204
001973,12,LA CASCADA,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,64
001973,10,LA ISABELICA - VALENCIA,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,69
002056,09,MATURIN PLAZA,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,56
002056,13,PARAISO,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,363
000386,12,LA CASCADA,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,264
000386,10,LA ISABELICA - VALENCIA,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,206
002056,22,SAN MARTIN,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,182
000386,21,LOS TEQUES,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,123
000386,02,SAN BERNARDINO,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,483
001973,05,CAGUA,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,73
001973,24,PARQUE HUMBOLDT,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,19
002056,07,BARQUISIMETO,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,259
002056,11,MATURIN CENTRO,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,33
002056,24,PARQUE HUMBOLDT,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,69
000386,24,PARQUE HUMBOLDT,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,56
001973,11,MATURIN CENTRO,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,25
002056,23,CALIFORNIA,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,226
001973,20,CIUDAD BOLIVAR HERES,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,42
001973,15,GUATIRE,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,176
002056,20,CIUDAD BOLIVAR HERES,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,171
002056,15,GUATIRE,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,835
002056,21,LOS TEQUES,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,241
002056,17,MARACAY,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,100
000386,23,CALIFORNIA,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,115
000386,17,MARACAY,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,94
001973,14,LA URBINA,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,128
000386,08,ACARIGUA,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,192
000386,01,IPSFA,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,485
000386,13,PARAISO,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,217
001973,19,LA PIRAMIDE,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,37
001973,17,MARACAY,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,29
001973,09,MATURIN PLAZA,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,36
002056,05,CAGUA,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,327
002056,06,GUARENAS,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,427
001973,22,SAN MARTIN,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,61
002056,14,LA URBINA,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,543
000386,07,BARQUISIMETO,2024-03-31 00:00:00,HUEVOS A GRANEL.,4.99,163
001973,23,CALIFORNIA,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,55
001973,13,PARAISO,2024-03-31 00:00:00,MARGARINA 500GR MAVESA.,2.69,80
002056,01,IPSFA,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1025
002056,12,LA CASCADA,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,435
002056,02,SAN BERNARDINO,2024-03-31 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,626
000386,09,MATURIN PLAZA,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,187
001973,02,SAN BERNARDINO,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,160
002056,01,IPSFA,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1122
001973,20,CIUDAD BOLIVAR HERES,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,36
001973,01,IPSFA,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,233
001973,12,LA CASCADA,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,96
002056,07,BARQUISIMETO,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,216
002056,20,CIUDAD BOLIVAR HERES,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,200
002056,13,PARAISO,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,386
002056,02,SAN BERNARDINO,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,840
000386,08,ACARIGUA,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,188
000386,02,SAN BERNARDINO,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,438
000386,22,SAN MARTIN,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,92
001973,05,CAGUA,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,75
001973,06,GUARENAS,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,109
001973,19,LA PIRAMIDE,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,51
001973,09,MATURIN PLAZA,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,27
002056,11,MATURIN CENTRO,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,37
002056,24,PARQUE HUMBOLDT,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,71
000386,23,CALIFORNIA,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,123
000386,12,LA CASCADA,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,334
000386,10,LA ISABELICA - VALENCIA,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,152
000386,17,MARACAY,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,101
001973,14,LA URBINA,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,160
002056,08,ACARIGUA,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,118
000386,06,GUARENAS,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,473
000386,19,LA PIRAMIDE,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,119
000386,24,PARQUE HUMBOLDT,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,70
001973,15,GUATIRE,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,200
001973,10,LA ISABELICA - VALENCIA,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,79
001973,13,PARAISO,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,112
001973,22,SAN MARTIN,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,64
000386,20,CIUDAD BOLIVAR HERES,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,121
000386,15,GUATIRE,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,504
000386,14,LA URBINA,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,400
001973,24,PARQUE HUMBOLDT,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,11
000386,05,CAGUA,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,225
000386,01,IPSFA,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,588
000386,11,MATURIN CENTRO,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,292
002056,22,SAN MARTIN,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,247
001973,21,LOS TEQUES,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,45
002056,15,GUATIRE,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,750
002056,21,LOS TEQUES,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,230
002056,09,MATURIN PLAZA,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,93
000386,07,BARQUISIMETO,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,118
001973,23,CALIFORNIA,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,74
001973,11,MATURIN CENTRO,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,19
002056,23,CALIFORNIA,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,229
002056,12,LA CASCADA,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,513
002056,10,LA ISABELICA - VALENCIA,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,289
002056,14,LA URBINA,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,679
002056,17,MARACAY,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,113
000386,21,LOS TEQUES,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,130
000386,13,PARAISO,2024-03-30 00:00:00,HUEVOS A GRANEL.,4.99,200
001973,17,MARACAY,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,51
002056,05,CAGUA,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,383
002056,06,GUARENAS,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,524
002056,19,LA PIRAMIDE,2024-03-30 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,207
001973,08,ACARIGUA,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,45
001973,07,BARQUISIMETO,2024-03-30 00:00:00,MARGARINA 500GR MAVESA.,2.69,51
000386,21,LOS TEQUES,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,144
001973,05,CAGUA,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,73
001973,01,IPSFA,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,190
001973,10,LA ISABELICA - VALENCIA,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,72
002056,10,LA ISABELICA - VALENCIA,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,234
002056,19,LA PIRAMIDE,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,223
002056,17,MARACAY,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,123
002056,09,MATURIN PLAZA,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,104
002056,13,PARAISO,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,379
002056,02,SAN BERNARDINO,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,684
000386,17,MARACAY,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,108
000386,09,MATURIN PLAZA,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,109
001973,08,ACARIGUA,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,55
001973,15,GUATIRE,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,175
001973,02,SAN BERNARDINO,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,182
000386,20,CIUDAD BOLIVAR HERES,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,129
001973,19,LA PIRAMIDE,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,46
001973,14,LA URBINA,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,189
002056,05,CAGUA,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,296
000386,07,BARQUISIMETO,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,120
000386,14,LA URBINA,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,408
000386,24,PARQUE HUMBOLDT,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,50
001973,23,CALIFORNIA,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,62
001973,11,MATURIN CENTRO,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,23
001973,22,SAN MARTIN,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,62
000386,05,CAGUA,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,188
000386,19,LA PIRAMIDE,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,163
001973,20,CIUDAD BOLIVAR HERES,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,37
001973,13,PARAISO,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,91
002056,01,IPSFA,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,885
002056,14,LA URBINA,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,504
002056,21,LOS TEQUES,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,237
000386,08,ACARIGUA,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,200
000386,15,GUATIRE,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,523
000386,01,IPSFA,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,440
001973,06,GUARENAS,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,146
000386,11,MATURIN CENTRO,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,396
000386,13,PARAISO,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,235
000386,02,SAN BERNARDINO,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,456
001973,07,BARQUISIMETO,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,42
001973,17,MARACAY,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,21
002056,07,BARQUISIMETO,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,172
002056,15,GUATIRE,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,719
000386,06,GUARENAS,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,378
001973,12,LA CASCADA,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,99
002056,23,CALIFORNIA,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,170
002056,20,CIUDAD BOLIVAR HERES,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,135
002056,12,LA CASCADA,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,426
002056,11,MATURIN CENTRO,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,38
000386,23,CALIFORNIA,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,120
000386,12,LA CASCADA,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,307
001973,21,LOS TEQUES,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,44
002056,08,ACARIGUA,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,130
002056,22,SAN MARTIN,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,183
000386,10,LA ISABELICA - VALENCIA,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,155
000386,22,SAN MARTIN,2024-03-29 00:00:00,HUEVOS A GRANEL.,4.99,99
001973,24,PARQUE HUMBOLDT,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,12
001973,09,MATURIN PLAZA,2024-03-29 00:00:00,MARGARINA 500GR MAVESA.,2.69,33
002056,06,GUARENAS,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,456
002056,24,PARQUE HUMBOLDT,2024-03-29 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,43
000386,01,IPSFA,2024-03-28 00:00:00,HUEVOS A GRANEL.,4.99,642
000386,22,SAN MARTIN,2024-03-28 00:00:00,HUEVOS A GRANEL.,4.99,148
002056,21,LOS TEQUES,2024-03-28 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,243
002056,02,SAN BERNARDINO,2024-03-28 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1124
001973,23,CALIFORNIA,2024-03-28 00:00:00,MARGARINA 500GR MAVESA.,2.69,80
001973,22,SAN MARTIN,2024-03-28 00:00:00,MARGARINA 500GR MAVESA.,2.69,92
002056,12,LA CASCADA,2024-03-28 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,494
002056,11,MATURIN CENTRO,2024-03-28 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,54
002056,22,SAN MARTIN,2024-03-28 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,355
000386,08,ACARIGUA,2024-03-28 00:00:00,HUEVOS A GRANEL.,4.99,221
000386,06,GUARENAS,2024-03-28 00:00:00,HUEVOS A GRANEL.,4.99,597
001973,17,MARACAY,2024-03-28 00:00:00,MARGARINA 500GR MAVESA.,2.69,36
001973,09,MATURIN PLAZA,2024-03-28 00:00:00,MARGARINA 500GR MAVESA.,2.69,78
002056,09,MATURIN PLAZA,2024-03-28 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,161
000386,23,CALIFORNIA,2024-03-28 00:00:00,HUEVOS A GRANEL.,4.99,160
000386,14,LA URBINA,2024-03-28 00:00:00,HUEVOS A GRANEL.,5,530
001973,14,LA URBINA,2024-03-28 00:00:00,MARGARINA 500GR MAVESA.,2.69,251
002056,14,LA URBINA,2024-03-28 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,794
001973,15,GUATIRE,2024-03-28 00:00:00,MARGARINA 500GR MAVESA.,2.69,308
001973,13,PARAISO,2024-03-28 00:00:00,MARGARINA 500GR MAVESA.,2.69,117
000386,07,BARQUISIMETO,2024-03-28 00:00:00,HUEVOS A GRANEL.,4.99,178
000386,21,LOS TEQUES,2024-03-28 00:00:00,HUEVOS A GRANEL.,4.99,165
000386,17,MARACAY,2024-03-28 00:00:00,HUEVOS A GRANEL.,4.99,168
000386,13,PARAISO,2024-03-28 00:00:00,HUEVOS A GRANEL.,4.99,318
000386,02,SAN BERNARDINO,2024-03-28 00:00:00,HUEVOS A GRANEL.,4.99,672
002056,23,CALIFORNIA,2024-03-28 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,296
002056,20,CIUDAD BOLIVAR HERES,2024-03-28 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,316
000386,15,GUATIRE,2024-03-28 00:00:00,HUEVOS A GRANEL.,4.99,762
000386,11,MATURIN CENTRO,2024-03-28 00:00:00,HUEVOS A GRANEL.,4.99,753
001973,12,LA CASCADA,2024-03-28 00:00:00,MARGARINA 500GR MAVESA.,2.69,117
002056,07,BARQUISIMETO,2024-03-28 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,326
002056,05,CAGUA,2024-03-28 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,524
002056,19,LA PIRAMIDE,2024-03-28 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,238
000386,05,CAGUA,2024-03-28 00:00:00,HUEVOS A GRANEL.,4.99,349
000386,10,LA ISABELICA - VALENCIA,2024-03-28 00:00:00,HUEVOS A GRANEL.,4.99,208
001973,06,GUARENAS,2024-03-28 00:00:00,MARGARINA 500GR MAVESA.,2.69,150
001973,21,LOS TEQUES,2024-03-28 00:00:00,MARGARINA 500GR MAVESA.,2.69,51
001973,24,PARQUE HUMBOLDT,2024-03-28 00:00:00,MARGARINA 500GR MAVESA.,2.69,21
002056,06,GUARENAS,2024-03-28 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,701
002056,24,PARQUE HUMBOLDT,2024-03-28 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,94
