codigo_articulo,codigo_sucursal,sucursal,fecha_venta,producto,precio_venta,cantidad
000386,08,ACARIGUA,2024-11-11 00:00:00,HUEVOS A GRANEL.,5.49,10
000386,23,CALIFORNIA,2024-11-11 00:00:00,HUEVOS A GRANEL.,5.19,2
002056,01,IPSFA,2024-11-11 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,2
002056,07,BARQUISIMETO,2024-11-11 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,11
000386,07,BARQUISIMETO,2024-11-11 00:00:00,HUEVOS A GRANEL.,5.49,4
002056,23,CALIFORNIA,2024-11-11 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,1
002056,08,ACARIGUA,2024-11-11 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,4
000386,05,CAGUA,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,199
002056,10,LA ISABELICA - VALENCIA,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,325
002056,22,SAN MARTIN,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,293
000386,15,GUATIRE,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,415
002056,08,ACARIGUA,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,146
002056,20,CIUDAD BOLIVAR HERES,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,172
000386,34,PLAZA VENEZUELA,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.19,142
002056,32,CHARALLAVE,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,569
002056,17,MARACAY,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,142
000386,12,LA CASCADA,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,307
000386,19,LA PIRAMIDE,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,98
000386,09,MATURIN PLAZA,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,172
002056,06,GUARENAS,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,452
002056,19,LA PIRAMIDE,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,301
002056,24,PARQUE HUMBOLDT,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,93
002056,02,SAN BERNARDINO,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,758
000386,14,LA URBINA,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.19,262
000386,24,PARQUE HUMBOLDT,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.19,59
002056,23,CALIFORNIA,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,340
002056,28,SANTA CECILIA - VALENCIA,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.89,113
000386,07,BARQUISIMETO,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,160
000386,32,CHARALLAVE,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.19,307
002056,15,GUATIRE,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,1044
002056,21,LOS TEQUES,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,283
000386,10,LA ISABELICA - VALENCIA,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,127
000386,23,CALIFORNIA,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.19,147
000386,17,MARACAY,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,113
000386,22,SAN MARTIN,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.19,131
002056,07,BARQUISIMETO,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,355
002056,27,MAÑONGO - NAGUANAGUA,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.89,86
000386,08,ACARIGUA,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,147
000386,06,GUARENAS,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,177
000386,28,SANTA CECILIA - VALENCIA,2024-11-10 00:00:00,HUEVOS A GRANEL.,4.85,89
002056,13,PARAISO,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,462
002056,34,PLAZA VENEZUELA,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,315
002056,05,CAGUA,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,278
002056,12,LA CASCADA,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,432
002056,11,MATURIN CENTRO,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,595
000386,01,IPSFA,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,356
000386,21,LOS TEQUES,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,112
000386,27,MAÑONGO - NAGUANAGUA,2024-11-10 00:00:00,HUEVOS A GRANEL.,4.85,81
002056,14,LA URBINA,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,559
002056,09,MATURIN PLAZA,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,131
000386,20,CIUDAD BOLIVAR HERES,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,249
000386,11,MATURIN CENTRO,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,215
000386,13,PARAISO,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,192
000386,02,SAN BERNARDINO,2024-11-10 00:00:00,HUEVOS A GRANEL.,5.49,370
002056,01,IPSFA,2024-11-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,961
000386,13,PARAISO,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,149
000386,28,SANTA CECILIA - VALENCIA,2024-11-09 00:00:00,HUEVOS A GRANEL.,4.85,69
000386,23,CALIFORNIA,2024-11-09 00:00:00,HUEVOS A GRANEL.,4.99,154
000386,17,MARACAY,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,123
002056,06,GUARENAS,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,550
000386,12,LA CASCADA,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,258
002056,10,LA ISABELICA - VALENCIA,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,282
002056,13,PARAISO,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,542
002056,02,SAN BERNARDINO,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,770
000386,08,ACARIGUA,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,131
000386,32,CHARALLAVE,2024-11-09 00:00:00,HUEVOS A GRANEL.,4.99,297
000386,20,CIUDAD BOLIVAR HERES,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,173
000386,15,GUATIRE,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,373
000386,34,PLAZA VENEZUELA,2024-11-09 00:00:00,HUEVOS A GRANEL.,4.99,169
002056,27,MAÑONGO - NAGUANAGUA,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.89,171
000386,06,GUARENAS,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,178
000386,19,LA PIRAMIDE,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,74
000386,02,SAN BERNARDINO,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,362
002056,01,IPSFA,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1178
002056,34,PLAZA VENEZUELA,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,252
002056,05,CAGUA,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,369
002056,19,LA PIRAMIDE,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,246
002056,28,SANTA CECILIA - VALENCIA,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.89,98
000386,24,PARQUE HUMBOLDT,2024-11-09 00:00:00,HUEVOS A GRANEL.,4.99,119
002056,08,ACARIGUA,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,102
002056,20,CIUDAD BOLIVAR HERES,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,129
002056,21,LOS TEQUES,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,336
000386,10,LA ISABELICA - VALENCIA,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,92
000386,27,MAÑONGO - NAGUANAGUA,2024-11-09 00:00:00,HUEVOS A GRANEL.,4.85,261
002056,15,GUATIRE,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,1026
002056,09,MATURIN PLAZA,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,88
000386,07,BARQUISIMETO,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,86
000386,09,MATURIN PLAZA,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,106
000386,01,IPSFA,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,355
000386,14,LA URBINA,2024-11-09 00:00:00,HUEVOS A GRANEL.,4.99,288
000386,22,SAN MARTIN,2024-11-09 00:00:00,HUEVOS A GRANEL.,4.99,111
002056,07,BARQUISIMETO,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,192
002056,32,CHARALLAVE,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,464
002056,24,PARQUE HUMBOLDT,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,112
000386,21,LOS TEQUES,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,128
000386,11,MATURIN CENTRO,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,308
002056,14,LA URBINA,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,713
002056,22,SAN MARTIN,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,299
000386,05,CAGUA,2024-11-09 00:00:00,HUEVOS A GRANEL.,5.49,173
002056,23,CALIFORNIA,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,319
002056,12,LA CASCADA,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,432
002056,17,MARACAY,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,159
002056,11,MATURIN CENTRO,2024-11-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,148
000386,27,MAÑONGO - NAGUANAGUA,2024-11-08 00:00:00,HUEVOS A GRANEL.,4.85,41
002056,15,GUATIRE,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,669
002056,12,LA CASCADA,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,394
000386,09,MATURIN PLAZA,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,147
002056,08,ACARIGUA,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,86
002056,21,LOS TEQUES,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,221
002056,27,MAÑONGO - NAGUANAGUA,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.89,82
000386,08,ACARIGUA,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,163
000386,01,IPSFA,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,253
002056,06,GUARENAS,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,361
002056,28,SANTA CECILIA - VALENCIA,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.89,124
000386,23,CALIFORNIA,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,141
000386,17,MARACAY,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,86
001973,08,ACARIGUA,2024-11-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,1
000386,19,LA PIRAMIDE,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,101
001973,32,CHARALLAVE,2024-11-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,1
002056,10,LA ISABELICA - VALENCIA,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,348
002056,17,MARACAY,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,106
002056,11,MATURIN CENTRO,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,114
000386,07,BARQUISIMETO,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,65
000386,05,CAGUA,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,128
000386,32,CHARALLAVE,2024-11-08 00:00:00,HUEVOS A GRANEL.,4.99,292
002056,20,CIUDAD BOLIVAR HERES,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,170
002056,14,LA URBINA,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,405
002056,22,SAN MARTIN,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,173
000386,20,CIUDAD BOLIVAR HERES,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,215
000386,15,GUATIRE,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,249
000386,21,LOS TEQUES,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,79
000386,02,SAN BERNARDINO,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,306
000386,22,SAN MARTIN,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,165
002056,07,BARQUISIMETO,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,170
002056,24,PARQUE HUMBOLDT,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,109
000386,10,LA ISABELICA - VALENCIA,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,124
000386,11,MATURIN CENTRO,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,206
000386,28,SANTA CECILIA - VALENCIA,2024-11-08 00:00:00,HUEVOS A GRANEL.,4.85,74
002056,34,PLAZA VENEZUELA,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,302
000386,20,CIUDAD BOLIVAR HERES,2024-11-08 00:00:00,HUEVOS A GRANEL.,4.58,1
000386,34,PLAZA VENEZUELA,2024-11-08 00:00:00,HUEVOS A GRANEL.,4.99,98
000386,06,GUARENAS,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,140
002056,23,CALIFORNIA,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,237
002056,09,MATURIN PLAZA,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,87
002056,13,PARAISO,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,367
002056,02,SAN BERNARDINO,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,583
000386,14,LA URBINA,2024-11-08 00:00:00,HUEVOS A GRANEL.,4.99,225
000386,13,PARAISO,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,155
002056,05,CAGUA,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,136
002056,32,CHARALLAVE,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,320
002056,19,LA PIRAMIDE,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,286
000386,12,LA CASCADA,2024-11-08 00:00:00,HUEVOS A GRANEL.,5.39,209
000386,24,PARQUE HUMBOLDT,2024-11-08 00:00:00,HUEVOS A GRANEL.,4.99,85
002056,01,IPSFA,2024-11-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,606
000386,08,ACARIGUA,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,117
000386,23,CALIFORNIA,2024-11-07 00:00:00,HUEVOS A GRANEL.,4.99,121
000386,22,SAN MARTIN,2024-11-07 00:00:00,HUEVOS A GRANEL.,4.99,112
002056,12,LA CASCADA,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,307
002056,17,MARACAY,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,89
002056,11,MATURIN CENTRO,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,82
002056,13,PARAISO,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,250
002056,02,SAN BERNARDINO,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,664
000386,06,GUARENAS,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,143
000386,34,PLAZA VENEZUELA,2024-11-07 00:00:00,HUEVOS A GRANEL.,4.99,112
002056,23,CALIFORNIA,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,219
002056,27,MAÑONGO - NAGUANAGUA,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.89,316
000386,20,CIUDAD BOLIVAR HERES,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,244
000386,02,SAN BERNARDINO,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,283
002056,08,ACARIGUA,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,82
000386,32,CHARALLAVE,2024-11-07 00:00:00,HUEVOS A GRANEL.,4.99,315
000386,21,LOS TEQUES,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,80
000386,28,SANTA CECILIA - VALENCIA,2024-11-07 00:00:00,HUEVOS A GRANEL.,4.85,75
002056,20,CIUDAD BOLIVAR HERES,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,145
002056,09,MATURIN PLAZA,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,61
000386,27,MAÑONGO - NAGUANAGUA,2024-11-07 00:00:00,HUEVOS A GRANEL.,4.85,48
002056,14,LA URBINA,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,368
002056,22,SAN MARTIN,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,147
002056,07,BARQUISIMETO,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,201
002056,28,SANTA CECILIA - VALENCIA,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.89,85
000386,17,MARACAY,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,66
000386,11,MATURIN CENTRO,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,321
000386,13,PARAISO,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,100
000386,05,CAGUA,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,105
002056,32,CHARALLAVE,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,132
002056,19,LA PIRAMIDE,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,124
002056,21,LOS TEQUES,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,232
000386,07,BARQUISIMETO,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,54
000386,15,GUATIRE,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,259
002056,10,LA ISABELICA - VALENCIA,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,186
000386,01,IPSFA,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,399
000386,10,LA ISABELICA - VALENCIA,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,105
000386,14,LA URBINA,2024-11-07 00:00:00,HUEVOS A GRANEL.,4.99,172
002056,06,GUARENAS,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,355
002056,15,GUATIRE,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,636
002056,24,PARQUE HUMBOLDT,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,86
000386,12,LA CASCADA,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,145
000386,19,LA PIRAMIDE,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,77
000386,09,MATURIN PLAZA,2024-11-07 00:00:00,HUEVOS A GRANEL.,5.39,164
000386,24,PARQUE HUMBOLDT,2024-11-07 00:00:00,HUEVOS A GRANEL.,4.99,90
002056,05,CAGUA,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,164
002056,01,IPSFA,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,617
002056,34,PLAZA VENEZUELA,2024-11-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,249
000386,22,SAN MARTIN,2024-11-06 00:00:00,HUEVOS A GRANEL.,4.99,46
002056,23,CALIFORNIA,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,173
002056,12,LA CASCADA,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,307
002056,17,MARACAY,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,129
002056,11,MATURIN CENTRO,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,116
002056,28,SANTA CECILIA - VALENCIA,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.89,1662
000386,12,LA CASCADA,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,214
000386,19,LA PIRAMIDE,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,168
000386,09,MATURIN PLAZA,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,218
002056,08,ACARIGUA,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,80
002056,21,LOS TEQUES,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,144
002056,13,PARAISO,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,361
002056,02,SAN BERNARDINO,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,653
000386,11,MATURIN CENTRO,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,313
002056,07,BARQUISIMETO,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,175
002056,09,MATURIN PLAZA,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,92
000386,32,CHARALLAVE,2024-11-06 00:00:00,HUEVOS A GRANEL.,4.99,80
000386,10,LA ISABELICA - VALENCIA,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,102
000386,27,MAÑONGO - NAGUANAGUA,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,122
000386,22,SAN MARTIN,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,64
002056,06,GUARENAS,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,378
002056,14,LA URBINA,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,359
002056,27,MAÑONGO - NAGUANAGUA,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.89,192
002056,34,PLAZA VENEZUELA,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,225
000386,07,BARQUISIMETO,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,61
000386,06,GUARENAS,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,118
000386,24,PARQUE HUMBOLDT,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,96
000386,34,PLAZA VENEZUELA,2024-11-06 00:00:00,HUEVOS A GRANEL.,4.99,10
000386,34,PLAZA VENEZUELA,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,89
001973,21,LOS TEQUES,2024-11-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,1
002056,20,CIUDAD BOLIVAR HERES,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,125
002056,15,GUATIRE,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,592
000386,05,CAGUA,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,130
000386,17,MARACAY,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,86
002056,10,LA ISABELICA - VALENCIA,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,173
002056,22,SAN MARTIN,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,256
000386,21,LOS TEQUES,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,83
000386,02,SAN BERNARDINO,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,288
001973,08,ACARIGUA,2024-11-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,1
002056,32,CHARALLAVE,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,236
000386,20,CIUDAD BOLIVAR HERES,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,235
000386,15,GUATIRE,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,281
000386,01,IPSFA,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,290
000386,28,SANTA CECILIA - VALENCIA,2024-11-06 00:00:00,HUEVOS A GRANEL.,4.85,30
002056,24,PARQUE HUMBOLDT,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,185
000386,32,CHARALLAVE,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,104
000386,08,ACARIGUA,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,112
000386,14,LA URBINA,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,90
000386,28,SANTA CECILIA - VALENCIA,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,50
001973,32,CHARALLAVE,2024-11-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,1
000386,23,CALIFORNIA,2024-11-06 00:00:00,HUEVOS A GRANEL.,4.99,41
000386,12,LA CASCADA,2024-11-06 00:00:00,HUEVOS A GRANEL.,4.58,1
000386,14,LA URBINA,2024-11-06 00:00:00,HUEVOS A GRANEL.,4.99,85
000386,13,PARAISO,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,101
002056,05,CAGUA,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,291
002056,19,LA PIRAMIDE,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,258
000386,23,CALIFORNIA,2024-11-06 00:00:00,HUEVOS A GRANEL.,5.39,97
002056,01,IPSFA,2024-11-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,722
000386,12,LA CASCADA,2024-11-05 00:00:00,HUEVOS A GRANEL.,5.39,189
000386,24,PARQUE HUMBOLDT,2024-11-05 00:00:00,HUEVOS A GRANEL.,4.99,82
002056,34,PLAZA VENEZUELA,2024-11-05 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,0.99,239
